id_dis,territorio,id_tiempo,razon,numero_sociedades
3269,"Navarra, Comunidad Foral de",201008,Voluntaria,1.0
3270,"Navarra, Comunidad Foral de",201007,Voluntaria,2.0
3271,"Navarra, Comunidad Foral de",201006,Voluntaria,3.0
3272,"Navarra, Comunidad Foral de",201005,Voluntaria,6.0
3273,"Navarra, Comunidad Foral de",201004,Voluntaria,6.0
3274,"Navarra, Comunidad Foral de",201003,Voluntaria,5.0
3275,"Navarra, Comunidad Foral de",201002,Voluntaria,10.0
3276,"Navarra, Comunidad Foral de",201001,Voluntaria,10.0
3277,"Navarra, Comunidad Foral de",200912,Voluntaria,9.0
3278,"Navarra, Comunidad Foral de",200911,Voluntaria,3.0
3279,"Navarra, Comunidad Foral de",200910,Voluntaria,4.0
3280,"Navarra, Comunidad Foral de",200909,Voluntaria,6.0
3281,"Navarra, Comunidad Foral de",200908,Voluntaria,2.0
3282,"Navarra, Comunidad Foral de",200907,Voluntaria,7.0
3283,"Navarra, Comunidad Foral de",200906,Voluntaria,9.0
3284,"Navarra, Comunidad Foral de",200905,Voluntaria,2.0
3285,"Navarra, Comunidad Foral de",200904,Voluntaria,6.0
3286,"Navarra, Comunidad Foral de",200903,Voluntaria,4.0
3287,"Navarra, Comunidad Foral de",200902,Voluntaria,2.0
3288,"Navarra, Comunidad Foral de",200901,Voluntaria,6.0
3289,"Navarra, Comunidad Foral de",200812,Voluntaria,1.0
3290,"Navarra, Comunidad Foral de",200811,Voluntaria,3.0
3291,"Navarra, Comunidad Foral de",200810,Voluntaria,4.0
3292,"Navarra, Comunidad Foral de",200809,Voluntaria,1.0
3293,"Navarra, Comunidad Foral de",200808,Voluntaria,3.0
3294,"Navarra, Comunidad Foral de",200807,Voluntaria,1.0
3295,"Navarra, Comunidad Foral de",200806,Voluntaria,1.0
3296,"Navarra, Comunidad Foral de",200805,Voluntaria,1.0
3297,"Navarra, Comunidad Foral de",200804,Voluntaria,3.0
3298,"Navarra, Comunidad Foral de",200803,Voluntaria,1.0
3299,"Navarra, Comunidad Foral de",200802,Voluntaria,4.0
3300,"Navarra, Comunidad Foral de",200801,Voluntaria,7.0
3301,País Vasco,202604,Voluntaria,70.0
3302,País Vasco,202603,Voluntaria,107.0
3303,País Vasco,202602,Voluntaria,120.0
3304,País Vasco,202601,Voluntaria,205.0
3305,País Vasco,202512,Voluntaria,182.0
3306,País Vasco,202511,Voluntaria,98.0
3307,País Vasco,202510,Voluntaria,98.0
3308,País Vasco,202509,Voluntaria,68.0
3309,País Vasco,202508,Voluntaria,52.0
3310,País Vasco,202507,Voluntaria,72.0
3311,País Vasco,202506,Voluntaria,79.0
3312,País Vasco,202505,Voluntaria,84.0
3313,País Vasco,202504,Voluntaria,91.0
3314,País Vasco,202503,Voluntaria,96.0
3315,País Vasco,202502,Voluntaria,156.0
3316,País Vasco,202501,Voluntaria,237.0
3317,País Vasco,202412,Voluntaria,168.0
3318,País Vasco,202411,Voluntaria,103.0
3319,País Vasco,202410,Voluntaria,107.0
3320,País Vasco,202409,Voluntaria,68.0
3321,País Vasco,202408,Voluntaria,46.0
3322,País Vasco,202407,Voluntaria,56.0
3323,País Vasco,202406,Voluntaria,86.0
3324,País Vasco,202405,Voluntaria,71.0
3325,País Vasco,202404,Voluntaria,93.0
3326,País Vasco,202403,Voluntaria,61.0
3327,País Vasco,202402,Voluntaria,175.0
3328,País Vasco,202401,Voluntaria,223.0
3329,País Vasco,202312,Voluntaria,105.0
3330,País Vasco,202311,Voluntaria,120.0
3331,País Vasco,202310,Voluntaria,75.0
3332,País Vasco,202309,Voluntaria,57.0
3333,País Vasco,202308,Voluntaria,71.0
3334,País Vasco,202307,Voluntaria,70.0
3335,País Vasco,202306,Voluntaria,77.0
3336,País Vasco,202305,Voluntaria,82.0
3337,País Vasco,202304,Voluntaria,65.0
3338,País Vasco,202303,Voluntaria,99.0
3339,País Vasco,202302,Voluntaria,111.0
3340,País Vasco,202301,Voluntaria,173.0
3341,País Vasco,202212,Voluntaria,162.0
3342,País Vasco,202211,Voluntaria,117.0
3343,País Vasco,202210,Voluntaria,63.0
3344,País Vasco,202209,Voluntaria,44.0
3345,País Vasco,202208,Voluntaria,60.0
3346,País Vasco,202207,Voluntaria,62.0
3347,País Vasco,202206,Voluntaria,63.0
3348,País Vasco,202205,Voluntaria,76.0
3349,País Vasco,202204,Voluntaria,67.0
3350,País Vasco,202203,Voluntaria,98.0
3351,País Vasco,202202,Voluntaria,119.0
3352,País Vasco,202201,Voluntaria,182.0
3353,País Vasco,202112,Voluntaria,162.0
3354,País Vasco,202111,Voluntaria,112.0
3355,País Vasco,202110,Voluntaria,68.0
3356,País Vasco,202109,Voluntaria,44.0
3357,País Vasco,202108,Voluntaria,61.0
3358,País Vasco,202107,Voluntaria,81.0
3359,País Vasco,202106,Voluntaria,58.0
3360,País Vasco,202105,Voluntaria,92.0
3361,País Vasco,202104,Voluntaria,78.0
3362,País Vasco,202103,Voluntaria,97.0
3363,País Vasco,202102,Voluntaria,132.0
3364,País Vasco,202101,Voluntaria,180.0
3365,País Vasco,202012,Voluntaria,155.0
3366,País Vasco,202011,Voluntaria,93.0
3367,País Vasco,202010,Voluntaria,56.0
3368,País Vasco,202009,Voluntaria,50.0
3369,País Vasco,202008,Voluntaria,50.0
3370,País Vasco,202007,Voluntaria,57.0
3371,País Vasco,202006,Voluntaria,57.0
3372,País Vasco,202005,Voluntaria,38.0
3373,País Vasco,202004,Voluntaria,21.0
3374,País Vasco,202003,Voluntaria,54.0
3375,País Vasco,202002,Voluntaria,115.0
3376,País Vasco,202001,Voluntaria,220.0
3377,País Vasco,201912,Voluntaria,167.0
3378,País Vasco,201911,Voluntaria,108.0
3379,País Vasco,201910,Voluntaria,68.0
3380,País Vasco,201909,Voluntaria,38.0
3381,País Vasco,201908,Voluntaria,44.0
3382,País Vasco,201907,Voluntaria,81.0
3383,País Vasco,201906,Voluntaria,54.0
3384,País Vasco,201905,Voluntaria,74.0
3385,País Vasco,201904,Voluntaria,77.0
3386,País Vasco,201903,Voluntaria,78.0
3387,País Vasco,201902,Voluntaria,145.0
3388,País Vasco,201901,Voluntaria,211.0
3389,País Vasco,201812,Voluntaria,146.0
3390,País Vasco,201811,Voluntaria,96.0
3391,País Vasco,201810,Voluntaria,60.0
3392,País Vasco,201809,Voluntaria,44.0
3393,País Vasco,201808,Voluntaria,39.0
3394,País Vasco,201807,Voluntaria,62.0
3395,País Vasco,201806,Voluntaria,73.0
3396,País Vasco,201805,Voluntaria,83.0
3397,País Vasco,201804,Voluntaria,64.0
3398,País Vasco,201803,Voluntaria,93.0
3399,País Vasco,201802,Voluntaria,116.0
3400,País Vasco,201801,Voluntaria,209.0
3401,País Vasco,201712,Voluntaria,142.0
3402,País Vasco,201711,Voluntaria,102.0
3403,País Vasco,201710,Voluntaria,70.0
3404,País Vasco,201709,Voluntaria,50.0
3405,País Vasco,201708,Voluntaria,53.0
3406,País Vasco,201707,Voluntaria,63.0
3407,País Vasco,201706,Voluntaria,62.0
3408,País Vasco,201705,Voluntaria,78.0
3409,País Vasco,201704,Voluntaria,47.0
3410,País Vasco,201703,Voluntaria,92.0
3411,País Vasco,201702,Voluntaria,135.0
3412,País Vasco,201701,Voluntaria,208.0
3413,País Vasco,201612,Voluntaria,149.0
3414,País Vasco,201611,Voluntaria,94.0
3415,País Vasco,201610,Voluntaria,60.0
3416,País Vasco,201609,Voluntaria,42.0
3417,País Vasco,201608,Voluntaria,62.0
3418,País Vasco,201607,Voluntaria,71.0
3419,País Vasco,201606,Voluntaria,63.0
3420,País Vasco,201605,Voluntaria,74.0
3421,País Vasco,201604,Voluntaria,83.0
3422,País Vasco,201603,Voluntaria,57.0
3423,País Vasco,201602,Voluntaria,143.0
3424,País Vasco,201601,Voluntaria,159.0
3425,País Vasco,201512,Voluntaria,129.0
3426,País Vasco,201511,Voluntaria,66.0
3427,País Vasco,201510,Voluntaria,55.0
3428,País Vasco,201509,Voluntaria,71.0
3429,País Vasco,201508,Voluntaria,57.0
3430,País Vasco,201507,Voluntaria,91.0
3431,País Vasco,201506,Voluntaria,66.0
3432,País Vasco,201505,Voluntaria,51.0
3433,País Vasco,201504,Voluntaria,46.0
3434,País Vasco,201503,Voluntaria,67.0
3435,País Vasco,201502,Voluntaria,125.0
3436,País Vasco,201501,Voluntaria,163.0
3437,País Vasco,201412,Voluntaria,142.0
3438,País Vasco,201411,Voluntaria,85.0
3439,País Vasco,201410,Voluntaria,68.0
3440,País Vasco,201409,Voluntaria,48.0
3441,País Vasco,201408,Voluntaria,30.0
3442,País Vasco,201407,Voluntaria,55.0
3443,País Vasco,201406,Voluntaria,55.0
3444,País Vasco,201405,Voluntaria,66.0
3445,País Vasco,201404,Voluntaria,67.0
3446,País Vasco,201403,Voluntaria,98.0
3447,País Vasco,201402,Voluntaria,116.0
3448,País Vasco,201401,Voluntaria,182.0
3449,País Vasco,201312,Voluntaria,115.0
3450,País Vasco,201311,Voluntaria,70.0
3451,País Vasco,201310,Voluntaria,56.0
3452,País Vasco,201309,Voluntaria,48.0
3453,País Vasco,201308,Voluntaria,37.0
3454,País Vasco,201307,Voluntaria,74.0
3455,País Vasco,201306,Voluntaria,58.0
3456,País Vasco,201305,Voluntaria,64.0
3457,País Vasco,201304,Voluntaria,59.0
3458,País Vasco,201303,Voluntaria,68.0
3459,País Vasco,201302,Voluntaria,121.0
3460,País Vasco,201301,Voluntaria,177.0
3461,País Vasco,201212,Voluntaria,102.0
3462,País Vasco,201211,Voluntaria,65.0
3463,País Vasco,201210,Voluntaria,54.0
3464,País Vasco,201209,Voluntaria,59.0
3465,País Vasco,201208,Voluntaria,44.0
3466,País Vasco,201207,Voluntaria,60.0
3467,País Vasco,201206,Voluntaria,49.0
3468,País Vasco,201205,Voluntaria,76.0
3469,País Vasco,201204,Voluntaria,54.0
3470,País Vasco,201203,Voluntaria,94.0
3471,País Vasco,201202,Voluntaria,145.0
3472,País Vasco,201201,Voluntaria,214.0
3473,País Vasco,201112,Voluntaria,91.0
3474,País Vasco,201111,Voluntaria,71.0
3475,País Vasco,201110,Voluntaria,51.0
3476,País Vasco,201109,Voluntaria,46.0
3477,País Vasco,201108,Voluntaria,63.0
3478,País Vasco,201107,Voluntaria,53.0
3479,País Vasco,201106,Voluntaria,130.0
3480,País Vasco,201105,Voluntaria,65.0
3481,País Vasco,201104,Voluntaria,49.0
3482,País Vasco,201103,Voluntaria,54.0
3483,País Vasco,201102,Voluntaria,119.0
3484,País Vasco,201101,Voluntaria,177.0
3485,País Vasco,201012,Voluntaria,81.0
3486,País Vasco,201011,Voluntaria,70.0
3487,País Vasco,201010,Voluntaria,52.0
3488,País Vasco,201009,Voluntaria,37.0
3489,País Vasco,201008,Voluntaria,56.0
3490,País Vasco,201007,Voluntaria,46.0
3491,País Vasco,201006,Voluntaria,52.0
3492,País Vasco,201005,Voluntaria,58.0
3493,País Vasco,201004,Voluntaria,71.0
3494,País Vasco,201003,Voluntaria,72.0
3495,País Vasco,201002,Voluntaria,115.0
3496,País Vasco,201001,Voluntaria,142.0
3497,País Vasco,200912,Voluntaria,74.0
3498,País Vasco,200911,Voluntaria,64.0
3499,País Vasco,200910,Voluntaria,45.0
3500,País Vasco,200909,Voluntaria,51.0
3501,País Vasco,200908,Voluntaria,53.0
3502,País Vasco,200907,Voluntaria,54.0
3503,País Vasco,200906,Voluntaria,62.0
3504,País Vasco,200905,Voluntaria,61.0
3505,País Vasco,200904,Voluntaria,62.0
3506,País Vasco,200903,Voluntaria,65.0
3507,País Vasco,200902,Voluntaria,140.0
3508,País Vasco,200901,Voluntaria,168.0
3509,País Vasco,200812,Voluntaria,87.0
3510,País Vasco,200811,Voluntaria,53.0
3511,País Vasco,200810,Voluntaria,69.0
3512,País Vasco,200809,Voluntaria,48.0
3513,País Vasco,200808,Voluntaria,29.0
3514,País Vasco,200807,Voluntaria,31.0
3515,País Vasco,200806,Voluntaria,43.0
3516,País Vasco,200805,Voluntaria,61.0
3517,País Vasco,200804,Voluntaria,63.0
3518,País Vasco,200803,Voluntaria,51.0
3519,País Vasco,200802,Voluntaria,103.0
3520,País Vasco,200801,Voluntaria,158.0
3521,"Rioja, La",202604,Voluntaria,11.0
3522,"Rioja, La",202603,Voluntaria,14.0
3523,"Rioja, La",202602,Voluntaria,19.0
3524,"Rioja, La",202601,Voluntaria,21.0
3525,"Rioja, La",202512,Voluntaria,24.0
3526,"Rioja, La",202511,Voluntaria,15.0
3527,"Rioja, La",202510,Voluntaria,11.0
3528,"Rioja, La",202509,Voluntaria,11.0
3529,"Rioja, La",202508,Voluntaria,6.0
3530,"Rioja, La",202507,Voluntaria,10.0
3531,"Rioja, La",202506,Voluntaria,6.0
3532,"Rioja, La",202505,Voluntaria,11.0
3533,"Rioja, La",202504,Voluntaria,9.0
3534,"Rioja, La",202503,Voluntaria,14.0
3535,"Rioja, La",202502,Voluntaria,13.0
3536,"Rioja, La",202501,Voluntaria,8.0
3537,"Rioja, La",202412,Voluntaria,23.0
3538,"Rioja, La",202411,Voluntaria,11.0
3539,"Rioja, La",202410,Voluntaria,10.0
3540,"Rioja, La",202409,Voluntaria,10.0
3541,"Rioja, La",202408,Voluntaria,1.0
3542,"Rioja, La",202407,Voluntaria,18.0
3543,"Rioja, La",202406,Voluntaria,10.0
3544,"Rioja, La",202405,Voluntaria,11.0
3545,"Rioja, La",202404,Voluntaria,12.0
3546,"Rioja, La",202403,Voluntaria,12.0
3547,"Rioja, La",202402,Voluntaria,20.0
3548,"Rioja, La",202401,Voluntaria,23.0
3549,"Rioja, La",202312,Voluntaria,15.0
3550,"Rioja, La",202311,Voluntaria,16.0
3551,"Rioja, La",202310,Voluntaria,17.0
3552,"Rioja, La",202309,Voluntaria,11.0
3553,"Rioja, La",202308,Voluntaria,8.0
3554,"Rioja, La",202307,Voluntaria,8.0
3555,"Rioja, La",202306,Voluntaria,7.0
3556,"Rioja, La",202305,Voluntaria,7.0
3557,"Rioja, La",202304,Voluntaria,7.0
3558,"Rioja, La",202303,Voluntaria,14.0
3559,"Rioja, La",202302,Voluntaria,22.0
3560,"Rioja, La",202301,Voluntaria,30.0
3561,"Rioja, La",202212,Voluntaria,18.0
3562,"Rioja, La",202211,Voluntaria,13.0
3563,"Rioja, La",202210,Voluntaria,13.0
3564,"Rioja, La",202209,Voluntaria,8.0
3565,"Rioja, La",202208,Voluntaria,8.0
3566,"Rioja, La",202207,Voluntaria,6.0
3567,"Rioja, La",202206,Voluntaria,11.0
3568,"Rioja, La",202205,Voluntaria,13.0
3569,"Rioja, La",202204,Voluntaria,11.0
3570,"Rioja, La",202203,Voluntaria,12.0
3571,"Rioja, La",202202,Voluntaria,12.0
3572,"Rioja, La",202201,Voluntaria,19.0
3573,"Rioja, La",202112,Voluntaria,18.0
3574,"Rioja, La",202111,Voluntaria,14.0
3575,"Rioja, La",202110,Voluntaria,10.0
3576,"Rioja, La",202109,Voluntaria,12.0
3577,"Rioja, La",202108,Voluntaria,15.0
3578,"Rioja, La",202107,Voluntaria,12.0
3579,"Rioja, La",202106,Voluntaria,7.0
3580,"Rioja, La",202105,Voluntaria,13.0
3581,"Rioja, La",202104,Voluntaria,8.0
3582,"Rioja, La",202103,Voluntaria,16.0
3583,"Rioja, La",202102,Voluntaria,24.0
3584,"Rioja, La",202101,Voluntaria,22.0
3585,"Rioja, La",202012,Voluntaria,20.0
3586,"Rioja, La",202011,Voluntaria,7.0
3587,"Rioja, La",202010,Voluntaria,7.0
3588,"Rioja, La",202009,Voluntaria,7.0
3589,"Rioja, La",202008,Voluntaria,5.0
3590,"Rioja, La",202007,Voluntaria,9.0
3591,"Rioja, La",202006,Voluntaria,4.0
3592,"Rioja, La",202005,Voluntaria,4.0
3593,"Rioja, La",202004,Voluntaria,3.0
3594,"Rioja, La",202003,Voluntaria,6.0
3595,"Rioja, La",202002,Voluntaria,18.0
3596,"Rioja, La",202001,Voluntaria,23.0
3597,"Rioja, La",201912,Voluntaria,11.0
3598,"Rioja, La",201911,Voluntaria,15.0
3599,"Rioja, La",201910,Voluntaria,12.0
3600,"Rioja, La",201909,Voluntaria,4.0
3601,"Rioja, La",201908,Voluntaria,6.0
3602,"Rioja, La",201907,Voluntaria,7.0
3603,"Rioja, La",201906,Voluntaria,5.0
3604,"Rioja, La",201905,Voluntaria,13.0
3605,"Rioja, La",201904,Voluntaria,7.0
3606,"Rioja, La",201903,Voluntaria,15.0
3607,"Rioja, La",201902,Voluntaria,24.0
3608,"Rioja, La",201901,Voluntaria,22.0
3609,"Rioja, La",201812,Voluntaria,10.0
3610,"Rioja, La",201811,Voluntaria,8.0
3611,"Rioja, La",201810,Voluntaria,6.0
3612,"Rioja, La",201809,Voluntaria,4.0
3613,"Rioja, La",201808,Voluntaria,10.0
3614,"Rioja, La",201807,Voluntaria,6.0
3615,"Rioja, La",201806,Voluntaria,6.0
3616,"Rioja, La",201805,Voluntaria,6.0
3617,"Rioja, La",201804,Voluntaria,8.0
3618,"Rioja, La",201803,Voluntaria,13.0
3619,"Rioja, La",201802,Voluntaria,13.0
3620,"Rioja, La",201801,Voluntaria,13.0
3621,"Rioja, La",201712,Voluntaria,16.0
3622,"Rioja, La",201711,Voluntaria,15.0
3623,"Rioja, La",201710,Voluntaria,10.0
3624,"Rioja, La",201709,Voluntaria,3.0
3625,"Rioja, La",201708,Voluntaria,13.0
3626,"Rioja, La",201707,Voluntaria,8.0
3627,"Rioja, La",201706,Voluntaria,11.0
3628,"Rioja, La",201705,Voluntaria,9.0
3629,"Rioja, La",201704,Voluntaria,6.0
3630,"Rioja, La",201703,Voluntaria,10.0
3631,"Rioja, La",201702,Voluntaria,16.0
3632,"Rioja, La",201701,Voluntaria,13.0
3633,"Rioja, La",201612,Voluntaria,20.0
3634,"Rioja, La",201611,Voluntaria,12.0
3635,"Rioja, La",201610,Voluntaria,8.0
3636,"Rioja, La",201609,Voluntaria,6.0
3637,"Rioja, La",201608,Voluntaria,10.0
3638,"Rioja, La",201607,Voluntaria,11.0
3639,"Rioja, La",201606,Voluntaria,6.0
3640,"Rioja, La",201605,Voluntaria,5.0
3641,"Rioja, La",201604,Voluntaria,6.0
3642,"Rioja, La",201603,Voluntaria,11.0
3643,"Rioja, La",201602,Voluntaria,21.0
3644,"Rioja, La",201601,Voluntaria,17.0
3645,"Rioja, La",201512,Voluntaria,17.0
3646,"Rioja, La",201511,Voluntaria,16.0
3647,"Rioja, La",201510,Voluntaria,7.0
3648,"Rioja, La",201509,Voluntaria,5.0
3649,"Rioja, La",201508,Voluntaria,11.0
3650,"Rioja, La",201507,Voluntaria,7.0
3651,"Rioja, La",201506,Voluntaria,6.0
3652,"Rioja, La",201505,Voluntaria,7.0
3653,"Rioja, La",201504,Voluntaria,16.0
3654,"Rioja, La",201503,Voluntaria,12.0
3655,"Rioja, La",201502,Voluntaria,10.0
3656,"Rioja, La",201501,Voluntaria,22.0
3657,"Rioja, La",201412,Voluntaria,17.0
3658,"Rioja, La",201411,Voluntaria,7.0
3659,"Rioja, La",201410,Voluntaria,7.0
3660,"Rioja, La",201409,Voluntaria,7.0
3661,"Rioja, La",201408,Voluntaria,7.0
3662,"Rioja, La",201407,Voluntaria,5.0
3663,"Rioja, La",201406,Voluntaria,6.0
3664,"Rioja, La",201405,Voluntaria,12.0
3665,"Rioja, La",201404,Voluntaria,14.0
3666,"Rioja, La",201403,Voluntaria,9.0
3667,"Rioja, La",201402,Voluntaria,24.0
3668,"Rioja, La",201401,Voluntaria,19.0
3669,"Rioja, La",201312,Voluntaria,24.0
3670,"Rioja, La",201311,Voluntaria,10.0
3671,"Rioja, La",201310,Voluntaria,12.0
3672,"Rioja, La",201309,Voluntaria,9.0
3673,"Rioja, La",201308,Voluntaria,8.0
3674,"Rioja, La",201307,Voluntaria,8.0
3675,"Rioja, La",201306,Voluntaria,8.0
3676,"Rioja, La",201305,Voluntaria,18.0
3677,"Rioja, La",201304,Voluntaria,11.0
3678,"Rioja, La",201303,Voluntaria,8.0
3679,"Rioja, La",201302,Voluntaria,12.0
3680,"Rioja, La",201301,Voluntaria,40.0
3681,"Rioja, La",201212,Voluntaria,37.0
3682,"Rioja, La",201211,Voluntaria,9.0
3683,"Rioja, La",201210,Voluntaria,3.0
3684,"Rioja, La",201209,Voluntaria,11.0
3685,"Rioja, La",201208,Voluntaria,7.0
3686,"Rioja, La",201207,Voluntaria,9.0
3687,"Rioja, La",201206,Voluntaria,10.0
3688,"Rioja, La",201205,Voluntaria,10.0
3689,"Rioja, La",201204,Voluntaria,5.0
3690,"Rioja, La",201203,Voluntaria,5.0
3691,"Rioja, La",201202,Voluntaria,14.0
3692,"Rioja, La",201201,Voluntaria,18.0
3693,"Rioja, La",201112,Voluntaria,10.0
3694,"Rioja, La",201111,Voluntaria,5.0
3695,"Rioja, La",201110,Voluntaria,8.0
3696,"Rioja, La",201109,Voluntaria,8.0
3697,"Rioja, La",201108,Voluntaria,3.0
3698,"Rioja, La",201107,Voluntaria,6.0
3699,"Rioja, La",201106,Voluntaria,3.0
3700,"Rioja, La",201105,Voluntaria,4.0
3701,"Rioja, La",201104,Voluntaria,10.0
3702,"Rioja, La",201103,Voluntaria,9.0
3703,"Rioja, La",201102,Voluntaria,11.0
3704,"Rioja, La",201101,Voluntaria,23.0
3705,"Rioja, La",201012,Voluntaria,17.0
3706,"Rioja, La",201011,Voluntaria,24.0
3707,"Rioja, La",201010,Voluntaria,15.0
3708,"Rioja, La",201009,Voluntaria,9.0
3709,"Rioja, La",201008,Voluntaria,11.0
3710,"Rioja, La",201007,Voluntaria,11.0
3711,"Rioja, La",201006,Voluntaria,8.0
3712,"Rioja, La",201005,Voluntaria,52.0
3713,"Rioja, La",201004,Voluntaria,10.0
3714,"Rioja, La",201003,Voluntaria,23.0
3715,"Rioja, La",201002,Voluntaria,26.0
3716,"Rioja, La",201001,Voluntaria,10.0
3717,"Rioja, La",200912,Voluntaria,19.0
3718,"Rioja, La",200911,Voluntaria,5.0
3719,"Rioja, La",200910,Voluntaria,7.0
3720,"Rioja, La",200909,Voluntaria,3.0
3721,"Rioja, La",200908,Voluntaria,4.0
3722,"Rioja, La",200907,Voluntaria,5.0
3723,"Rioja, La",200906,Voluntaria,0.0
3724,"Rioja, La",200905,Voluntaria,1.0
3725,"Rioja, La",200904,Voluntaria,6.0
3726,"Rioja, La",200903,Voluntaria,7.0
3727,"Rioja, La",200902,Voluntaria,5.0
3728,"Rioja, La",200901,Voluntaria,11.0
3729,"Rioja, La",200812,Voluntaria,7.0
3730,"Rioja, La",200811,Voluntaria,1.0
3731,"Rioja, La",200810,Voluntaria,2.0
3732,"Rioja, La",200809,Voluntaria,4.0
3733,"Rioja, La",200808,Voluntaria,0.0
3734,"Rioja, La",200807,Voluntaria,1.0
3735,"Rioja, La",200806,Voluntaria,1.0
3736,"Rioja, La",200805,Voluntaria,3.0
3737,"Rioja, La",200804,Voluntaria,9.0
3738,"Rioja, La",200803,Voluntaria,8.0
3739,"Rioja, La",200802,Voluntaria,13.0
3740,"Rioja, La",200801,Voluntaria,8.0
3741,Ceuta,202604,Voluntaria,1.0
3742,Ceuta,202603,Voluntaria,4.0
3743,Ceuta,202602,Voluntaria,1.0
3744,Ceuta,202601,Voluntaria,3.0
3745,Ceuta,202512,Voluntaria,1.0
3746,Ceuta,202511,Voluntaria,1.0
3747,Ceuta,202510,Voluntaria,2.0
3748,Ceuta,202509,Voluntaria,0.0
3749,Ceuta,202508,Voluntaria,1.0
3750,Ceuta,202507,Voluntaria,1.0
3751,Ceuta,202506,Voluntaria,3.0
3752,Ceuta,202505,Voluntaria,1.0
3753,Ceuta,202504,Voluntaria,2.0
3754,Ceuta,202503,Voluntaria,2.0
3755,Ceuta,202502,Voluntaria,3.0
3756,Ceuta,202501,Voluntaria,3.0
3757,Ceuta,202412,Voluntaria,3.0
3758,Ceuta,202411,Voluntaria,0.0
3759,Ceuta,202410,Voluntaria,2.0
3760,Ceuta,202409,Voluntaria,0.0
3761,Ceuta,202408,Voluntaria,4.0
3762,Ceuta,202407,Voluntaria,0.0
3763,Ceuta,202406,Voluntaria,2.0
3764,Ceuta,202405,Voluntaria,1.0
3765,Ceuta,202404,Voluntaria,2.0
3766,Ceuta,202403,Voluntaria,0.0
3767,Ceuta,202402,Voluntaria,0.0
3768,Ceuta,202401,Voluntaria,4.0
3769,Ceuta,202312,Voluntaria,0.0
3770,Ceuta,202311,Voluntaria,7.0
3771,Ceuta,202310,Voluntaria,2.0
3772,Ceuta,202309,Voluntaria,3.0
3773,Ceuta,202308,Voluntaria,2.0
3774,Ceuta,202307,Voluntaria,0.0
3775,Ceuta,202306,Voluntaria,4.0
3776,Ceuta,202305,Voluntaria,1.0
3777,Ceuta,202304,Voluntaria,2.0
3778,Ceuta,202303,Voluntaria,2.0
3779,Ceuta,202302,Voluntaria,0.0
3780,Ceuta,202301,Voluntaria,4.0
3781,Ceuta,202212,Voluntaria,3.0
3782,Ceuta,202211,Voluntaria,3.0
3783,Ceuta,202210,Voluntaria,1.0
3784,Ceuta,202209,Voluntaria,2.0
3785,Ceuta,202208,Voluntaria,0.0
3786,Ceuta,202207,Voluntaria,0.0
3787,Ceuta,202206,Voluntaria,0.0
3788,Ceuta,202205,Voluntaria,3.0
3789,Ceuta,202204,Voluntaria,1.0
3790,Ceuta,202203,Voluntaria,1.0
3791,Ceuta,202202,Voluntaria,2.0
3792,Ceuta,202201,Voluntaria,1.0
3793,Ceuta,202112,Voluntaria,1.0
3794,Ceuta,202111,Voluntaria,3.0
3795,Ceuta,202110,Voluntaria,0.0
3796,Ceuta,202109,Voluntaria,1.0
3797,Ceuta,202108,Voluntaria,0.0
3798,Ceuta,202107,Voluntaria,0.0
3799,Ceuta,202106,Voluntaria,2.0
3800,Ceuta,202105,Voluntaria,2.0
3801,Ceuta,202104,Voluntaria,0.0
3802,Ceuta,202103,Voluntaria,3.0
3803,Ceuta,202102,Voluntaria,4.0
3804,Ceuta,202101,Voluntaria,1.0
3805,Ceuta,202012,Voluntaria,3.0
3806,Ceuta,202011,Voluntaria,2.0
3807,Ceuta,202010,Voluntaria,4.0
3808,Ceuta,202009,Voluntaria,0.0
3809,Ceuta,202008,Voluntaria,0.0
3810,Ceuta,202007,Voluntaria,0.0
3811,Ceuta,202006,Voluntaria,0.0
3812,Ceuta,202005,Voluntaria,0.0
3813,Ceuta,202004,Voluntaria,2.0
3814,Ceuta,202003,Voluntaria,0.0
3815,Ceuta,202002,Voluntaria,1.0
3816,Ceuta,202001,Voluntaria,3.0
3817,Ceuta,201912,Voluntaria,2.0
3818,Ceuta,201911,Voluntaria,1.0
3819,Ceuta,201910,Voluntaria,0.0
3820,Ceuta,201909,Voluntaria,1.0
3821,Ceuta,201908,Voluntaria,1.0
3822,Ceuta,201907,Voluntaria,0.0
3823,Ceuta,201906,Voluntaria,1.0
3824,Ceuta,201905,Voluntaria,2.0
3825,Ceuta,201904,Voluntaria,0.0
3826,Ceuta,201903,Voluntaria,0.0
3827,Ceuta,201902,Voluntaria,1.0
3828,Ceuta,201901,Voluntaria,6.0
3829,Ceuta,201812,Voluntaria,1.0
3830,Ceuta,201811,Voluntaria,2.0
3831,Ceuta,201810,Voluntaria,1.0
3832,Ceuta,201809,Voluntaria,2.0
3833,Ceuta,201808,Voluntaria,1.0
3834,Ceuta,201807,Voluntaria,2.0
3835,Ceuta,201806,Voluntaria,1.0
3836,Ceuta,201805,Voluntaria,0.0
3837,Ceuta,201804,Voluntaria,0.0
3838,Ceuta,201803,Voluntaria,2.0
3839,Ceuta,201802,Voluntaria,2.0
3840,Ceuta,201801,Voluntaria,0.0
3841,Ceuta,201712,Voluntaria,3.0
3842,Ceuta,201711,Voluntaria,1.0
