id_dis,id_tiempo,razon,numero_sociedades,id_territorio
3212,201505,voluntaria,0,16
3213,201504,voluntaria,0,16
3214,201503,voluntaria,1,16
3215,201502,voluntaria,2,16
3216,201501,voluntaria,2,16
3217,201412,voluntaria,0,16
3218,201411,voluntaria,0,16
3219,201410,voluntaria,1,16
3220,201409,voluntaria,1,16
3221,201408,voluntaria,1,16
3222,201407,voluntaria,0,16
3223,201406,voluntaria,1,16
3224,201405,voluntaria,1,16
3225,201404,voluntaria,1,16
3226,201403,voluntaria,2,16
3227,201402,voluntaria,1,16
3228,201401,voluntaria,4,16
3229,201312,voluntaria,0,16
3230,201311,voluntaria,1,16
3231,201310,voluntaria,1,16
3232,201309,voluntaria,2,16
3233,201308,voluntaria,1,16
3234,201307,voluntaria,0,16
3235,201306,voluntaria,2,16
3236,201305,voluntaria,2,16
3237,201304,voluntaria,2,16
3238,201303,voluntaria,0,16
3239,201302,voluntaria,4,16
3240,201301,voluntaria,1,16
3241,201212,voluntaria,1,16
3242,201211,voluntaria,1,16
3243,201210,voluntaria,4,16
3244,201209,voluntaria,3,16
3245,201208,voluntaria,1,16
3246,201207,voluntaria,0,16
3247,201206,voluntaria,3,16
3248,201205,voluntaria,3,16
3249,201204,voluntaria,1,16
3250,201203,voluntaria,0,16
3251,201202,voluntaria,1,16
3252,201201,voluntaria,3,16
3253,201112,voluntaria,1,16
3254,201111,voluntaria,1,16
3255,201110,voluntaria,0,16
3256,201109,voluntaria,1,16
3257,201108,voluntaria,0,16
3258,201107,voluntaria,1,16
3259,201106,voluntaria,1,16
3260,201105,voluntaria,1,16
3261,201104,voluntaria,2,16
3262,201103,voluntaria,2,16
3263,201102,voluntaria,1,16
3264,201101,voluntaria,5,16
3265,201012,voluntaria,4,16
3266,201011,voluntaria,4,16
3267,201010,voluntaria,8,16
3268,201009,voluntaria,0,16
3269,201008,voluntaria,1,16
3270,201007,voluntaria,2,16
3271,201006,voluntaria,3,16
3272,201005,voluntaria,6,16
3273,201004,voluntaria,6,16
3274,201003,voluntaria,5,16
3275,201002,voluntaria,10,16
3276,201001,voluntaria,10,16
3277,200912,voluntaria,9,16
3278,200911,voluntaria,3,16
3279,200910,voluntaria,4,16
3280,200909,voluntaria,6,16
3281,200908,voluntaria,2,16
3282,200907,voluntaria,7,16
3283,200906,voluntaria,9,16
3284,200905,voluntaria,2,16
3285,200904,voluntaria,6,16
3286,200903,voluntaria,4,16
3287,200902,voluntaria,2,16
3288,200901,voluntaria,6,16
3289,200812,voluntaria,1,16
3290,200811,voluntaria,3,16
3291,200810,voluntaria,4,16
3292,200809,voluntaria,1,16
3293,200808,voluntaria,3,16
3294,200807,voluntaria,1,16
3295,200806,voluntaria,1,16
3296,200805,voluntaria,1,16
3297,200804,voluntaria,3,16
3298,200803,voluntaria,1,16
3299,200802,voluntaria,4,16
3300,200801,voluntaria,7,16
3301,202604,voluntaria,70,17
3302,202603,voluntaria,107,17
3303,202602,voluntaria,120,17
3304,202601,voluntaria,205,17
3305,202512,voluntaria,182,17
3306,202511,voluntaria,98,17
3307,202510,voluntaria,98,17
3308,202509,voluntaria,68,17
3309,202508,voluntaria,52,17
3310,202507,voluntaria,72,17
3311,202506,voluntaria,79,17
3312,202505,voluntaria,84,17
3313,202504,voluntaria,91,17
3314,202503,voluntaria,96,17
3315,202502,voluntaria,156,17
3316,202501,voluntaria,237,17
3317,202412,voluntaria,168,17
3318,202411,voluntaria,103,17
3319,202410,voluntaria,107,17
3320,202409,voluntaria,68,17
3321,202408,voluntaria,46,17
3322,202407,voluntaria,56,17
3323,202406,voluntaria,86,17
3324,202405,voluntaria,71,17
3325,202404,voluntaria,93,17
3326,202403,voluntaria,61,17
3327,202402,voluntaria,175,17
3328,202401,voluntaria,223,17
3329,202312,voluntaria,105,17
3330,202311,voluntaria,120,17
3331,202310,voluntaria,75,17
3332,202309,voluntaria,57,17
3333,202308,voluntaria,71,17
3334,202307,voluntaria,70,17
3335,202306,voluntaria,77,17
3336,202305,voluntaria,82,17
3337,202304,voluntaria,65,17
3338,202303,voluntaria,99,17
3339,202302,voluntaria,111,17
3340,202301,voluntaria,173,17
3341,202212,voluntaria,162,17
3342,202211,voluntaria,117,17
3343,202210,voluntaria,63,17
3344,202209,voluntaria,44,17
3345,202208,voluntaria,60,17
3346,202207,voluntaria,62,17
3347,202206,voluntaria,63,17
3348,202205,voluntaria,76,17
3349,202204,voluntaria,67,17
3350,202203,voluntaria,98,17
3351,202202,voluntaria,119,17
3352,202201,voluntaria,182,17
3353,202112,voluntaria,162,17
3354,202111,voluntaria,112,17
3355,202110,voluntaria,68,17
3356,202109,voluntaria,44,17
3357,202108,voluntaria,61,17
3358,202107,voluntaria,81,17
3359,202106,voluntaria,58,17
3360,202105,voluntaria,92,17
3361,202104,voluntaria,78,17
3362,202103,voluntaria,97,17
3363,202102,voluntaria,132,17
3364,202101,voluntaria,180,17
3365,202012,voluntaria,155,17
3366,202011,voluntaria,93,17
3367,202010,voluntaria,56,17
3368,202009,voluntaria,50,17
3369,202008,voluntaria,50,17
3370,202007,voluntaria,57,17
3371,202006,voluntaria,57,17
3372,202005,voluntaria,38,17
3373,202004,voluntaria,21,17
3374,202003,voluntaria,54,17
3375,202002,voluntaria,115,17
3376,202001,voluntaria,220,17
3377,201912,voluntaria,167,17
3378,201911,voluntaria,108,17
3379,201910,voluntaria,68,17
3380,201909,voluntaria,38,17
3381,201908,voluntaria,44,17
3382,201907,voluntaria,81,17
3383,201906,voluntaria,54,17
3384,201905,voluntaria,74,17
3385,201904,voluntaria,77,17
3386,201903,voluntaria,78,17
3387,201902,voluntaria,145,17
3388,201901,voluntaria,211,17
3389,201812,voluntaria,146,17
3390,201811,voluntaria,96,17
3391,201810,voluntaria,60,17
3392,201809,voluntaria,44,17
3393,201808,voluntaria,39,17
3394,201807,voluntaria,62,17
3395,201806,voluntaria,73,17
3396,201805,voluntaria,83,17
3397,201804,voluntaria,64,17
3398,201803,voluntaria,93,17
3399,201802,voluntaria,116,17
3400,201801,voluntaria,209,17
3401,201712,voluntaria,142,17
3402,201711,voluntaria,102,17
3403,201710,voluntaria,70,17
3404,201709,voluntaria,50,17
3405,201708,voluntaria,53,17
3406,201707,voluntaria,63,17
3407,201706,voluntaria,62,17
3408,201705,voluntaria,78,17
3409,201704,voluntaria,47,17
3410,201703,voluntaria,92,17
3411,201702,voluntaria,135,17
3412,201701,voluntaria,208,17
3413,201612,voluntaria,149,17
3414,201611,voluntaria,94,17
3415,201610,voluntaria,60,17
3416,201609,voluntaria,42,17
3417,201608,voluntaria,62,17
3418,201607,voluntaria,71,17
3419,201606,voluntaria,63,17
3420,201605,voluntaria,74,17
3421,201604,voluntaria,83,17
3422,201603,voluntaria,57,17
3423,201602,voluntaria,143,17
3424,201601,voluntaria,159,17
3425,201512,voluntaria,129,17
3426,201511,voluntaria,66,17
3427,201510,voluntaria,55,17
3428,201509,voluntaria,71,17
3429,201508,voluntaria,57,17
3430,201507,voluntaria,91,17
3431,201506,voluntaria,66,17
3432,201505,voluntaria,51,17
3433,201504,voluntaria,46,17
3434,201503,voluntaria,67,17
3435,201502,voluntaria,125,17
3436,201501,voluntaria,163,17
3437,201412,voluntaria,142,17
3438,201411,voluntaria,85,17
3439,201410,voluntaria,68,17
3440,201409,voluntaria,48,17
3441,201408,voluntaria,30,17
3442,201407,voluntaria,55,17
3443,201406,voluntaria,55,17
3444,201405,voluntaria,66,17
3445,201404,voluntaria,67,17
3446,201403,voluntaria,98,17
3447,201402,voluntaria,116,17
3448,201401,voluntaria,182,17
3449,201312,voluntaria,115,17
3450,201311,voluntaria,70,17
3451,201310,voluntaria,56,17
3452,201309,voluntaria,48,17
3453,201308,voluntaria,37,17
3454,201307,voluntaria,74,17
3455,201306,voluntaria,58,17
3456,201305,voluntaria,64,17
3457,201304,voluntaria,59,17
3458,201303,voluntaria,68,17
3459,201302,voluntaria,121,17
3460,201301,voluntaria,177,17
3461,201212,voluntaria,102,17
3462,201211,voluntaria,65,17
3463,201210,voluntaria,54,17
3464,201209,voluntaria,59,17
3465,201208,voluntaria,44,17
3466,201207,voluntaria,60,17
3467,201206,voluntaria,49,17
3468,201205,voluntaria,76,17
3469,201204,voluntaria,54,17
3470,201203,voluntaria,94,17
3471,201202,voluntaria,145,17
3472,201201,voluntaria,214,17
3473,201112,voluntaria,91,17
3474,201111,voluntaria,71,17
3475,201110,voluntaria,51,17
3476,201109,voluntaria,46,17
3477,201108,voluntaria,63,17
3478,201107,voluntaria,53,17
3479,201106,voluntaria,130,17
3480,201105,voluntaria,65,17
3481,201104,voluntaria,49,17
3482,201103,voluntaria,54,17
3483,201102,voluntaria,119,17
3484,201101,voluntaria,177,17
3485,201012,voluntaria,81,17
3486,201011,voluntaria,70,17
3487,201010,voluntaria,52,17
3488,201009,voluntaria,37,17
3489,201008,voluntaria,56,17
3490,201007,voluntaria,46,17
3491,201006,voluntaria,52,17
3492,201005,voluntaria,58,17
3493,201004,voluntaria,71,17
3494,201003,voluntaria,72,17
3495,201002,voluntaria,115,17
3496,201001,voluntaria,142,17
3497,200912,voluntaria,74,17
3498,200911,voluntaria,64,17
3499,200910,voluntaria,45,17
3500,200909,voluntaria,51,17
3501,200908,voluntaria,53,17
3502,200907,voluntaria,54,17
3503,200906,voluntaria,62,17
3504,200905,voluntaria,61,17
3505,200904,voluntaria,62,17
3506,200903,voluntaria,65,17
3507,200902,voluntaria,140,17
3508,200901,voluntaria,168,17
3509,200812,voluntaria,87,17
3510,200811,voluntaria,53,17
3511,200810,voluntaria,69,17
3512,200809,voluntaria,48,17
3513,200808,voluntaria,29,17
3514,200807,voluntaria,31,17
3515,200806,voluntaria,43,17
3516,200805,voluntaria,61,17
3517,200804,voluntaria,63,17
3518,200803,voluntaria,51,17
3519,200802,voluntaria,103,17
3520,200801,voluntaria,158,17
3521,202604,voluntaria,11,18
3522,202603,voluntaria,14,18
3523,202602,voluntaria,19,18
3524,202601,voluntaria,21,18
3525,202512,voluntaria,24,18
3526,202511,voluntaria,15,18
3527,202510,voluntaria,11,18
3528,202509,voluntaria,11,18
3529,202508,voluntaria,6,18
3530,202507,voluntaria,10,18
3531,202506,voluntaria,6,18
3532,202505,voluntaria,11,18
3533,202504,voluntaria,9,18
3534,202503,voluntaria,14,18
3535,202502,voluntaria,13,18
3536,202501,voluntaria,8,18
3537,202412,voluntaria,23,18
3538,202411,voluntaria,11,18
3539,202410,voluntaria,10,18
3540,202409,voluntaria,10,18
3541,202408,voluntaria,1,18
3542,202407,voluntaria,18,18
3543,202406,voluntaria,10,18
3544,202405,voluntaria,11,18
3545,202404,voluntaria,12,18
3546,202403,voluntaria,12,18
3547,202402,voluntaria,20,18
3548,202401,voluntaria,23,18
3549,202312,voluntaria,15,18
3550,202311,voluntaria,16,18
3551,202310,voluntaria,17,18
3552,202309,voluntaria,11,18
3553,202308,voluntaria,8,18
3554,202307,voluntaria,8,18
3555,202306,voluntaria,7,18
3556,202305,voluntaria,7,18
3557,202304,voluntaria,7,18
3558,202303,voluntaria,14,18
3559,202302,voluntaria,22,18
3560,202301,voluntaria,30,18
3561,202212,voluntaria,18,18
3562,202211,voluntaria,13,18
3563,202210,voluntaria,13,18
3564,202209,voluntaria,8,18
3565,202208,voluntaria,8,18
3566,202207,voluntaria,6,18
3567,202206,voluntaria,11,18
3568,202205,voluntaria,13,18
3569,202204,voluntaria,11,18
3570,202203,voluntaria,12,18
3571,202202,voluntaria,12,18
3572,202201,voluntaria,19,18
3573,202112,voluntaria,18,18
3574,202111,voluntaria,14,18
3575,202110,voluntaria,10,18
3576,202109,voluntaria,12,18
3577,202108,voluntaria,15,18
3578,202107,voluntaria,12,18
3579,202106,voluntaria,7,18
3580,202105,voluntaria,13,18
3581,202104,voluntaria,8,18
3582,202103,voluntaria,16,18
3583,202102,voluntaria,24,18
3584,202101,voluntaria,22,18
3585,202012,voluntaria,20,18
3586,202011,voluntaria,7,18
3587,202010,voluntaria,7,18
3588,202009,voluntaria,7,18
3589,202008,voluntaria,5,18
3590,202007,voluntaria,9,18
3591,202006,voluntaria,4,18
3592,202005,voluntaria,4,18
3593,202004,voluntaria,3,18
3594,202003,voluntaria,6,18
3595,202002,voluntaria,18,18
3596,202001,voluntaria,23,18
3597,201912,voluntaria,11,18
3598,201911,voluntaria,15,18
3599,201910,voluntaria,12,18
3600,201909,voluntaria,4,18
3601,201908,voluntaria,6,18
3602,201907,voluntaria,7,18
3603,201906,voluntaria,5,18
3604,201905,voluntaria,13,18
3605,201904,voluntaria,7,18
3606,201903,voluntaria,15,18
3607,201902,voluntaria,24,18
3608,201901,voluntaria,22,18
3609,201812,voluntaria,10,18
3610,201811,voluntaria,8,18
3611,201810,voluntaria,6,18
3612,201809,voluntaria,4,18
3613,201808,voluntaria,10,18
3614,201807,voluntaria,6,18
3615,201806,voluntaria,6,18
3616,201805,voluntaria,6,18
3617,201804,voluntaria,8,18
3618,201803,voluntaria,13,18
3619,201802,voluntaria,13,18
3620,201801,voluntaria,13,18
3621,201712,voluntaria,16,18
3622,201711,voluntaria,15,18
3623,201710,voluntaria,10,18
3624,201709,voluntaria,3,18
3625,201708,voluntaria,13,18
3626,201707,voluntaria,8,18
3627,201706,voluntaria,11,18
3628,201705,voluntaria,9,18
3629,201704,voluntaria,6,18
3630,201703,voluntaria,10,18
3631,201702,voluntaria,16,18
3632,201701,voluntaria,13,18
3633,201612,voluntaria,20,18
3634,201611,voluntaria,12,18
3635,201610,voluntaria,8,18
3636,201609,voluntaria,6,18
3637,201608,voluntaria,10,18
3638,201607,voluntaria,11,18
3639,201606,voluntaria,6,18
3640,201605,voluntaria,5,18
3641,201604,voluntaria,6,18
3642,201603,voluntaria,11,18
3643,201602,voluntaria,21,18
3644,201601,voluntaria,17,18
3645,201512,voluntaria,17,18
3646,201511,voluntaria,16,18
3647,201510,voluntaria,7,18
3648,201509,voluntaria,5,18
3649,201508,voluntaria,11,18
3650,201507,voluntaria,7,18
3651,201506,voluntaria,6,18
3652,201505,voluntaria,7,18
3653,201504,voluntaria,16,18
3654,201503,voluntaria,12,18
3655,201502,voluntaria,10,18
3656,201501,voluntaria,22,18
3657,201412,voluntaria,17,18
3658,201411,voluntaria,7,18
3659,201410,voluntaria,7,18
3660,201409,voluntaria,7,18
3661,201408,voluntaria,7,18
3662,201407,voluntaria,5,18
3663,201406,voluntaria,6,18
3664,201405,voluntaria,12,18
3665,201404,voluntaria,14,18
3666,201403,voluntaria,9,18
3667,201402,voluntaria,24,18
3668,201401,voluntaria,19,18
3669,201312,voluntaria,24,18
3670,201311,voluntaria,10,18
3671,201310,voluntaria,12,18
3672,201309,voluntaria,9,18
3673,201308,voluntaria,8,18
3674,201307,voluntaria,8,18
3675,201306,voluntaria,8,18
3676,201305,voluntaria,18,18
3677,201304,voluntaria,11,18
3678,201303,voluntaria,8,18
3679,201302,voluntaria,12,18
3680,201301,voluntaria,40,18
3681,201212,voluntaria,37,18
3682,201211,voluntaria,9,18
3683,201210,voluntaria,3,18
3684,201209,voluntaria,11,18
3685,201208,voluntaria,7,18
3686,201207,voluntaria,9,18
3687,201206,voluntaria,10,18
3688,201205,voluntaria,10,18
3689,201204,voluntaria,5,18
3690,201203,voluntaria,5,18
3691,201202,voluntaria,14,18
3692,201201,voluntaria,18,18
3693,201112,voluntaria,10,18
3694,201111,voluntaria,5,18
3695,201110,voluntaria,8,18
3696,201109,voluntaria,8,18
3697,201108,voluntaria,3,18
3698,201107,voluntaria,6,18
3699,201106,voluntaria,3,18
3700,201105,voluntaria,4,18
3701,201104,voluntaria,10,18
3702,201103,voluntaria,9,18
3703,201102,voluntaria,11,18
3704,201101,voluntaria,23,18
3705,201012,voluntaria,17,18
3706,201011,voluntaria,24,18
3707,201010,voluntaria,15,18
3708,201009,voluntaria,9,18
3709,201008,voluntaria,11,18
3710,201007,voluntaria,11,18
3711,201006,voluntaria,8,18
3712,201005,voluntaria,52,18
3713,201004,voluntaria,10,18
3714,201003,voluntaria,23,18
3715,201002,voluntaria,26,18
3716,201001,voluntaria,10,18
3717,200912,voluntaria,19,18
3718,200911,voluntaria,5,18
3719,200910,voluntaria,7,18
3720,200909,voluntaria,3,18
3721,200908,voluntaria,4,18
3722,200907,voluntaria,5,18
3723,200906,voluntaria,0,18
3724,200905,voluntaria,1,18
3725,200904,voluntaria,6,18
3726,200903,voluntaria,7,18
3727,200902,voluntaria,5,18
3728,200901,voluntaria,11,18
3729,200812,voluntaria,7,18
3730,200811,voluntaria,1,18
3731,200810,voluntaria,2,18
3732,200809,voluntaria,4,18
3733,200808,voluntaria,0,18
3734,200807,voluntaria,1,18
3735,200806,voluntaria,1,18
3736,200805,voluntaria,3,18
3737,200804,voluntaria,9,18
3738,200803,voluntaria,8,18
3739,200802,voluntaria,13,18
3740,200801,voluntaria,8,18
3741,202604,voluntaria,1,19
3742,202603,voluntaria,4,19
3743,202602,voluntaria,1,19
3744,202601,voluntaria,3,19
3745,202512,voluntaria,1,19
3746,202511,voluntaria,1,19
3747,202510,voluntaria,2,19
3748,202509,voluntaria,0,19
3749,202508,voluntaria,1,19
3750,202507,voluntaria,1,19
3751,202506,voluntaria,3,19
3752,202505,voluntaria,1,19
3753,202504,voluntaria,2,19
3754,202503,voluntaria,2,19
3755,202502,voluntaria,3,19
3756,202501,voluntaria,3,19
3757,202412,voluntaria,3,19
3758,202411,voluntaria,0,19
3759,202410,voluntaria,2,19
3760,202409,voluntaria,0,19
3761,202408,voluntaria,4,19
3762,202407,voluntaria,0,19
3763,202406,voluntaria,2,19
3764,202405,voluntaria,1,19
3765,202404,voluntaria,2,19
3766,202403,voluntaria,0,19
3767,202402,voluntaria,0,19
3768,202401,voluntaria,4,19
3769,202312,voluntaria,0,19
3770,202311,voluntaria,7,19
3771,202310,voluntaria,2,19
3772,202309,voluntaria,3,19
3773,202308,voluntaria,2,19
3774,202307,voluntaria,0,19
3775,202306,voluntaria,4,19
3776,202305,voluntaria,1,19
3777,202304,voluntaria,2,19
3778,202303,voluntaria,2,19
3779,202302,voluntaria,0,19
3780,202301,voluntaria,4,19
3781,202212,voluntaria,3,19
3782,202211,voluntaria,3,19
3783,202210,voluntaria,1,19
3784,202209,voluntaria,2,19
3785,202208,voluntaria,0,19
3786,202207,voluntaria,0,19
3787,202206,voluntaria,0,19
3788,202205,voluntaria,3,19
3789,202204,voluntaria,1,19
3790,202203,voluntaria,1,19
3791,202202,voluntaria,2,19
3792,202201,voluntaria,1,19
3793,202112,voluntaria,1,19
3794,202111,voluntaria,3,19
3795,202110,voluntaria,0,19
3796,202109,voluntaria,1,19
3797,202108,voluntaria,0,19
3798,202107,voluntaria,0,19
3799,202106,voluntaria,2,19
3800,202105,voluntaria,2,19
3801,202104,voluntaria,0,19
3802,202103,voluntaria,3,19
3803,202102,voluntaria,4,19
3804,202101,voluntaria,1,19
3805,202012,voluntaria,3,19
3806,202011,voluntaria,2,19
3807,202010,voluntaria,4,19
3808,202009,voluntaria,0,19
3809,202008,voluntaria,0,19
3810,202007,voluntaria,0,19
3811,202006,voluntaria,0,19
3812,202005,voluntaria,0,19
3813,202004,voluntaria,2,19
3814,202003,voluntaria,0,19
3815,202002,voluntaria,1,19
3816,202001,voluntaria,3,19
3817,201912,voluntaria,2,19
3818,201911,voluntaria,1,19
3819,201910,voluntaria,0,19
3820,201909,voluntaria,1,19
3821,201908,voluntaria,1,19
3822,201907,voluntaria,0,19
3823,201906,voluntaria,1,19
3824,201905,voluntaria,2,19
3825,201904,voluntaria,0,19
3826,201903,voluntaria,0,19
3827,201902,voluntaria,1,19
3828,201901,voluntaria,6,19
3829,201812,voluntaria,1,19
3830,201811,voluntaria,2,19
3831,201810,voluntaria,1,19
3832,201809,voluntaria,2,19
3833,201808,voluntaria,1,19
3834,201807,voluntaria,2,19
3835,201806,voluntaria,1,19
3836,201805,voluntaria,0,19
3837,201804,voluntaria,0,19
3838,201803,voluntaria,2,19
3839,201802,voluntaria,2,19
3840,201801,voluntaria,0,19
3841,201712,voluntaria,3,19
3842,201711,voluntaria,1,19
3843,201710,voluntaria,1,19
3844,201709,voluntaria,0,19
3845,201708,voluntaria,3,19
3846,201707,voluntaria,0,19
3847,201706,voluntaria,0,19
3848,201705,voluntaria,1,19
3849,201704,voluntaria,2,19
3850,201703,voluntaria,2,19
3851,201702,voluntaria,2,19
3852,201701,voluntaria,0,19
3853,201612,voluntaria,6,19
3854,201611,voluntaria,1,19
3855,201610,voluntaria,1,19
3856,201609,voluntaria,0,19
3857,201608,voluntaria,0,19
3858,201607,voluntaria,1,19
3859,201606,voluntaria,2,19
3860,201605,voluntaria,0,19
3861,201604,voluntaria,1,19
3862,201603,voluntaria,2,19
3863,201602,voluntaria,0,19
3864,201601,voluntaria,2,19
3865,201512,voluntaria,3,19
3866,201511,voluntaria,1,19
3867,201510,voluntaria,2,19
3868,201509,voluntaria,1,19
3869,201508,voluntaria,0,19
3870,201507,voluntaria,0,19
3871,201506,voluntaria,1,19
3872,201505,voluntaria,0,19
3873,201504,voluntaria,1,19
3874,201503,voluntaria,2,19
3875,201502,voluntaria,1,19
3876,201501,voluntaria,2,19
3877,201412,voluntaria,2,19
3878,201411,voluntaria,2,19
3879,201410,voluntaria,1,19
3880,201409,voluntaria,0,19
3881,201408,voluntaria,0,19
3882,201407,voluntaria,0,19
3883,201406,voluntaria,0,19
3884,201405,voluntaria,0,19
3885,201404,voluntaria,1,19
3886,201403,voluntaria,0,19
3887,201402,voluntaria,0,19
3888,201401,voluntaria,0,19
3889,201312,voluntaria,0,19
3890,201311,voluntaria,0,19
3891,201310,voluntaria,0,19
3892,201309,voluntaria,0,19
3893,201308,voluntaria,0,19
3894,201307,voluntaria,0,19
3895,201306,voluntaria,1,19
3896,201305,voluntaria,1,19
3897,201304,voluntaria,3,19
3898,201303,voluntaria,2,19
3899,201302,voluntaria,2,19
3900,201301,voluntaria,3,19
3901,201212,voluntaria,4,19
3902,201211,voluntaria,6,19
3903,201210,voluntaria,3,19
3904,201209,voluntaria,1,19
3905,201208,voluntaria,1,19
3906,201207,voluntaria,0,19
3907,201206,voluntaria,0,19
3908,201205,voluntaria,0,19
3909,201204,voluntaria,0,19
3910,201203,voluntaria,1,19
3911,201202,voluntaria,2,19
3912,201201,voluntaria,0,19
3913,201112,voluntaria,7,19
3914,201111,voluntaria,0,19
3915,201110,voluntaria,1,19
3916,201109,voluntaria,0,19
3917,201108,voluntaria,0,19
3918,201107,voluntaria,0,19
3919,201106,voluntaria,2,19
3920,201105,voluntaria,2,19
3921,201104,voluntaria,0,19
3922,201103,voluntaria,3,19
3923,201102,voluntaria,2,19
3924,201101,voluntaria,1,19
3925,201012,voluntaria,3,19
3926,201011,voluntaria,0,19
3927,201010,voluntaria,2,19
3928,201009,voluntaria,2,19
3929,201008,voluntaria,1,19
3930,201007,voluntaria,0,19
3931,201006,voluntaria,3,19
3932,201005,voluntaria,1,19
3933,201004,voluntaria,2,19
3934,201003,voluntaria,3,19
3935,201002,voluntaria,2,19
3936,201001,voluntaria,4,19
3937,200912,voluntaria,2,19
3938,200911,voluntaria,1,19
3939,200910,voluntaria,4,19
3940,200909,voluntaria,0,19
3941,200908,voluntaria,3,19
3942,200907,voluntaria,1,19
3943,200906,voluntaria,0,19
3944,200905,voluntaria,0,19
3945,200904,voluntaria,2,19
3946,200903,voluntaria,2,19
3947,200902,voluntaria,3,19
3948,200901,voluntaria,4,19
3949,200812,voluntaria,3,19
3950,200811,voluntaria,3,19
3951,200810,voluntaria,3,19
3952,200809,voluntaria,2,19
3953,200808,voluntaria,0,19
3954,200807,voluntaria,4,19
3955,200806,voluntaria,1,19
3956,200805,voluntaria,1,19
3957,200804,voluntaria,0,19
3958,200803,voluntaria,4,19
3959,200802,voluntaria,0,19
3960,200801,voluntaria,1,19
3961,202604,voluntaria,0,20
3962,202603,voluntaria,1,20
3963,202602,voluntaria,0,20
3964,202601,voluntaria,2,20
3965,202512,voluntaria,2,20
3966,202511,voluntaria,3,20
3967,202510,voluntaria,0,20
3968,202509,voluntaria,1,20
3969,202508,voluntaria,1,20
3970,202507,voluntaria,1,20
3971,202506,voluntaria,3,20
3972,202505,voluntaria,3,20
3973,202504,voluntaria,4,20
3974,202503,voluntaria,4,20
3975,202502,voluntaria,2,20
3976,202501,voluntaria,7,20
3977,202412,voluntaria,3,20
3978,202411,voluntaria,0,20
3979,202410,voluntaria,0,20
3980,202409,voluntaria,3,20
3981,202408,voluntaria,0,20
3982,202407,voluntaria,2,20
3983,202406,voluntaria,2,20
3984,202405,voluntaria,2,20
3985,202404,voluntaria,0,20
3986,202403,voluntaria,0,20
3987,202402,voluntaria,1,20
3988,202401,voluntaria,2,20
3989,202312,voluntaria,7,20
3990,202311,voluntaria,1,20
3991,202310,voluntaria,1,20
3992,202309,voluntaria,1,20
3993,202308,voluntaria,0,20
3994,202307,voluntaria,0,20
3995,202306,voluntaria,1,20
3996,202305,voluntaria,3,20
3997,202304,voluntaria,1,20
3998,202303,voluntaria,4,20
3999,202302,voluntaria,2,20
4000,202301,voluntaria,5,20
4001,202212,voluntaria,5,20
4002,202211,voluntaria,2,20
4003,202210,voluntaria,3,20
4004,202209,voluntaria,1,20
4005,202208,voluntaria,1,20
4006,202207,voluntaria,4,20
4007,202206,voluntaria,3,20
4008,202205,voluntaria,0,20
4009,202204,voluntaria,0,20
4010,202203,voluntaria,2,20
4011,202202,voluntaria,2,20
4012,202201,voluntaria,2,20
4013,202112,voluntaria,3,20
4014,202111,voluntaria,2,20
4015,202110,voluntaria,2,20
4016,202109,voluntaria,2,20
4017,202108,voluntaria,0,20
4018,202107,voluntaria,0,20
4019,202106,voluntaria,2,20
4020,202105,voluntaria,1,20
4021,202104,voluntaria,0,20
4022,202103,voluntaria,1,20
4023,202102,voluntaria,2,20
4024,202101,voluntaria,2,20
4025,202012,voluntaria,2,20
4026,202011,voluntaria,2,20
4027,202010,voluntaria,1,20
4028,202009,voluntaria,0,20
4029,202008,voluntaria,1,20
4030,202007,voluntaria,0,20
4031,202006,voluntaria,0,20
4032,202005,voluntaria,0,20
4033,202004,voluntaria,0,20
4034,202003,voluntaria,2,20
4035,202002,voluntaria,2,20
4036,202001,voluntaria,4,20
4037,201912,voluntaria,6,20
4038,201911,voluntaria,2,20
4039,201910,voluntaria,3,20
4040,201909,voluntaria,0,20
4041,201908,voluntaria,2,20
4042,201907,voluntaria,0,20
4043,201906,voluntaria,2,20
4044,201905,voluntaria,0,20
4045,201904,voluntaria,3,20
4046,201903,voluntaria,1,20
4047,201902,voluntaria,3,20
4048,201901,voluntaria,1,20
4049,201812,voluntaria,2,20
4050,201811,voluntaria,0,20
4051,201810,voluntaria,0,20
4052,201809,voluntaria,0,20
4053,201808,voluntaria,3,20
4054,201807,voluntaria,2,20
4055,201806,voluntaria,3,20
4056,201805,voluntaria,0,20
4057,201804,voluntaria,0,20
4058,201803,voluntaria,2,20
4059,201802,voluntaria,1,20
4060,201801,voluntaria,1,20
4061,201712,voluntaria,3,20
4062,201711,voluntaria,0,20
4063,201710,voluntaria,1,20
4064,201709,voluntaria,0,20
4065,201708,voluntaria,0,20
4066,201707,voluntaria,2,20
4067,201706,voluntaria,2,20
4068,201705,voluntaria,0,20
4069,201704,voluntaria,0,20
4070,201703,voluntaria,4,20
4071,201702,voluntaria,0,20
4072,201701,voluntaria,3,20
4073,201612,voluntaria,2,20
4074,201611,voluntaria,1,20
4075,201610,voluntaria,0,20
4076,201609,voluntaria,0,20
4077,201608,voluntaria,0,20
4078,201607,voluntaria,1,20
4079,201606,voluntaria,2,20
4080,201605,voluntaria,2,20
4081,201604,voluntaria,0,20
4082,201603,voluntaria,2,20
4083,201602,voluntaria,1,20
4084,201601,voluntaria,3,20
